MWP	ONames	GLON	GLAT	iXdiam	iYdiam	oXdiam	Reff	Thick	Ecc	PA	Hit	Disp	Flag	_RA.icrs	_DE.icrs
1G312693-001139	S127                	312.693	-00.114	 3.343	  3.015	 5.048	 1.97	 1.70	 0.432	 29	 0.43	 0.013	   	213.6045	-61.4032
1G305640+005119	S148                	305.640	+00.512	 1.154	  1.146	 1.968	 0.75	 0.81	 0.121	  7	 0.43	 0.003	   	198.6808	-62.2373
1G342493+009855	                    	342.493	+00.985	 1.396	  1.463	 2.429	 0.94	 1.03	 0.300	 53	 0.43	 0.002	   	252.9185	-42.7026
1G341358-002876	S21                 	341.358	-00.288	 1.339	  1.210	 2.120	 0.81	 0.78	 0.429	  5	 0.43	 0.002	   	253.2814	-44.3876
1G316378-003439	                    	316.378	-00.344	 3.248	  3.263	 4.829	 1.98	 1.58	 0.096	 36	 0.42	 0.014	   	220.8152	-60.2634
1G303341-007180	S165                	303.341	-00.718	 1.087	  1.108	 1.775	 0.70	 0.69	 0.191	  1	 0.42	 0.002	   	193.7791	-63.5868
1G320513-003721	                    	320.513	-00.372	 0.518	  0.525	 0.907	 0.34	 0.39	 0.159	 12	 0.42	 0.001	   	228.0144	-58.3599
1G057471+003043	                    	057.471	+00.304	 1.914	  1.938	 3.281	 1.26	 1.37	 0.156	 14	 0.42	 0.003	   	294.3340	+21.8414
1G027518+002015	                    	027.518	+00.201	 2.101	  2.173	 3.377	 1.35	 1.28	 0.256	 32	 0.42	 0.007	1  	280.2057	-04.7248
1G006142-006403	CN77                	006.142	-00.640	 1.817	  1.823	 3.064	 1.18	 1.25	 0.086	 15	 0.42	 0.007	1  	270.5015	-23.9666
1G313603-005130	                    	313.603	-00.513	 1.220	  1.205	 1.791	 0.74	 0.57	 0.157	 18	 0.42	 0.003	   	215.6769	-61.4793
1G328116+001083	                    	328.116	+00.108	 2.112	  2.148	 3.218	 1.31	 1.11	 0.182	 30	 0.42	 0.007	   	238.6242	-53.5649
1G324650-003130	S81                 	324.650	-00.313	 1.630	  1.647	 2.686	 1.05	 1.06	 0.144	 15	 0.42	 0.007	1  	234.3255	-56.0260
1G340048-001442	S27                 	340.048	-00.144	 2.671	  2.415	 4.130	 1.60	 1.46	 0.427	 64	 0.42	 0.011	   	251.9438	-45.3028
1G343704-001300	                    	343.704	-00.130	 2.110	  2.140	 3.582	 1.38	 1.47	 0.168	 30	 0.42	 0.005	   	255.1290	-42.4567
1G019047-005852	                    	019.047	-00.585	 2.036	  2.362	 3.488	 1.42	 1.45	 0.507	 45	 0.42	 0.008	2  	276.9585	-12.6043
1G026329-000689	N42                 	026.329	-00.069	 1.145	  1.036	 1.712	 0.67	 0.57	 0.427	 37	 0.42	 0.003	   	279.8997	-05.9054
1G332993+008952	                    	332.993	+00.895	 1.881	  1.796	 2.739	 1.11	 0.86	 0.298	  6	 0.42	 0.005	   	243.6587	-49.7348
1G339008+004365	                    	339.008	+00.437	 0.612	  0.594	 1.108	 0.41	 0.50	 0.240	  0	 0.42	 0.001	   	250.3466	-45.7106
1G312889-004452	S124                	312.889	-00.445	 1.912	  1.677	 3.345	 1.20	 1.43	 0.480	 15	 0.41	 0.005	1  	214.2160	-61.6542
1G331107+000278	S63                 	331.107	+00.028	 2.229	  2.199	 3.140	 1.32	 0.91	 0.166	 22	 0.41	 0.005	   	242.4213	-51.6569
1G309412-003691	S142                	309.412	-00.369	 2.680	  2.873	 4.231	 1.73	 1.55	 0.361	 56	 0.41	 0.009	1  	207.0190	-62.5260
1G048544+004785	N99                 	048.544	+00.479	 5.468	  5.950	 7.564	 3.34	 2.10	 0.394	 23	 0.41	 0.023	   	289.6848	+14.0826
1G313976+001373	S119                	313.976	+00.137	 1.033	  0.984	 1.704	 0.65	 0.67	 0.304	 18	 0.41	 0.002	   	215.9341	-60.7402
1G046823-000520	                    	046.823	-00.052	 0.946	  0.943	 1.504	 0.60	 0.56	 0.073	  9	 0.41	 0.004	2  	289.3406	+12.3130
1G051758+004867	N108                	051.758	+00.487	 4.765	  4.938	 7.921	 3.12	 3.16	 0.263	 54	 0.41	 0.018	1 2	291.2484	+16.9215
1G297414-006371	                    	297.414	-00.637	 2.551	  2.566	 4.187	 1.64	 1.64	 0.107	 14	 0.41	 0.016	1  	180.6390	-62.9839
1G349777+001167	CS117               	349.777	+00.117	 1.041	  1.051	 1.696	 0.67	 0.66	 0.136	 10	 0.41	 0.002	   	259.5911	-37.4303
1G006212-001048	CN80                	006.212	-00.105	 1.139	  1.154	 1.749	 0.71	 0.61	 0.162	  5	 0.41	 0.004	   	270.0315	-23.6407
1G032057+000783	                    	032.057	+00.078	 1.164	  1.131	 1.934	 0.74	 0.77	 0.236	  8	 0.41	 0.003	2  	282.3911	-00.7431
1G029371-003162	                    	029.371	-00.316	 0.561	  0.557	 1.053	 0.38	 0.49	 0.116	 12	 0.41	 0.001	   	281.5157	-03.3130
1G313791+007065	S121                	313.791	+00.707	 1.743	  1.761	 2.925	 1.13	 1.18	 0.144	 32	 0.41	 0.006	2  	215.1836	-60.2684
1G303868-007873	S164                	303.868	-00.787	 1.823	  1.858	 2.852	 1.15	 1.03	 0.195	 19	 0.41	 0.005	1 2	194.9682	-63.6434
1G011780-001471	                    	011.780	-00.147	 2.900	  2.440	 4.062	 1.60	 1.16	 0.540	 10	 0.41	 0.006	1  	272.9902	-18.8029
1G309169-008521	                    	309.169	-00.852	 2.583	  2.434	 3.543	 1.47	 0.96	 0.334	 41	 0.41	 0.003	   	206.7278	-63.0500
1G308715+006317	S144,S145           	308.715	+00.632	 8.135	  8.387	12.137	 5.03	 4.00	 0.243	 45	 0.41	 0.034	1  	205.1250	-61.6876
1G034753-006701	N64                 	034.753	-00.670	 7.376	  6.773	10.437	 4.23	 3.06	 0.396	 35	 0.41	 0.022	1  	284.2865	+01.3150
1G351660+005114	CS79                	351.660	+00.511	 4.364	  4.522	 6.406	 2.68	 2.04	 0.262	 13	 0.41	 0.013	   	260.5287	-35.6601
1G327776-006555	                    	327.776	-00.655	 3.422	  3.504	 5.310	 2.15	 1.89	 0.215	 16	 0.41	 0.007	1  	239.0098	-54.3688
1G057114-001993	                    	057.114	-00.199	 1.426	  1.415	 2.595	 0.96	 1.17	 0.122	  8	 0.41	 0.004	   	294.6174	+21.2837
1G334287-001536	                    	334.287	-00.154	 1.985	  1.885	 3.050	 1.20	 1.06	 0.314	 28	 0.41	 0.005	   	246.2197	-49.5733
1G352598-001860	CS70                	352.598	-00.186	 1.946	  2.054	 3.033	 1.24	 1.09	 0.321	 27	 0.41	 0.009	   	261.8838	-35.2759
1G008258-004429	CN110               	008.258	-00.443	 1.468	  1.409	 2.375	 0.92	 0.91	 0.282	 11	 0.41	 0.004	   	271.4446	-22.0270
1G019814+000181	N27                 	019.814	+00.018	 1.743	  1.680	 2.703	 1.07	 0.96	 0.266	 18	 0.41	 0.006	   	276.7777	-11.6449
1G320098+007437	                    	320.098	+00.744	 0.606	  0.762	 1.254	 0.48	 0.65	 0.607	 18	 0.41	 0.002	   	226.2818	-57.6023
1G349091+000756	S3                  	349.091	+00.076	 2.095	  2.129	 3.451	 1.35	 1.36	 0.177	 16	 0.40	 0.008	1 2	259.1323	-38.0139
1G027484+001817	                    	027.484	+00.182	 2.429	  2.309	 3.959	 1.52	 1.53	 0.311	 29	 0.40	 0.008	1  	280.2070	-04.7638
1G305660+004962	                    	305.660	+00.496	 0.625	  0.824	 1.214	 0.49	 0.59	 0.652	 62	 0.40	 0.001	   	198.7267	-62.2514
1G027279+001615	                    	027.279	+00.161	 1.040	  1.127	 1.728	 0.69	 0.69	 0.385	 16	 0.40	 0.003	   	280.1315	-04.9556
1G316781+001588	                    	316.781	+00.159	 0.742	  0.733	 1.260	 0.48	 0.52	 0.160	 16	 0.40	 0.002	   	221.1246	-59.6378
1G328688+004842	                    	328.688	+00.484	 1.561	  1.559	 2.458	 0.98	 0.90	 0.044	  9	 0.40	 0.003	   	238.9572	-52.9100
1G349216+001420	S2                  	349.216	+00.142	 0.998	  0.969	 1.615	 0.63	 0.62	 0.239	  2	 0.40	 0.002	   	259.1560	-37.8738
1G356244+006747	CS33                	356.244	+00.675	 2.104	  1.921	 3.545	 1.32	 1.44	 0.408	 29	 0.40	 0.016	1  	263.4263	-31.7572
1G355032-002175	                    	355.032	-00.217	 2.605	  3.297	 3.890	 1.77	 1.28	 0.613	 28	 0.40	 0.013	   	263.5337	-33.2593
1G002585-000053	                    	002.585	-00.005	 0.778	  0.940	 1.285	 0.54	 0.51	 0.562	 26	 0.40	 0.003	   	267.9174	-26.7240
1G334199-000687	                    	334.199	-00.069	 0.991	  0.980	 1.449	 0.60	 0.46	 0.150	 14	 0.40	 0.003	   	246.0311	-49.5765
1G023012-004196	                    	023.012	-00.420	 0.564	  0.553	 0.900	 0.35	 0.34	 0.195	  4	 0.40	 0.001	2  	278.6773	-09.0130
1G039598-002161	                    	039.598	-00.216	 0.555	  0.641	 0.948	 0.38	 0.39	 0.500	 38	 0.40	 0.002	   	286.1030	+05.8309
1G051201-007383	                    	051.201	-00.738	 7.885	  7.732	11.419	 4.71	 3.53	 0.195	 29	 0.40	 0.032	   	292.0951	+15.8487
1G008120+002342	CN107,CN109         	008.120	+00.234	 2.500	  2.072	 3.860	 1.44	 1.36	 0.560	 58	 0.40	 0.012	   	270.7358	-21.8149
1G038740-001385	N73                 	038.740	-00.138	 1.538	  1.547	 2.717	 1.02	 1.18	 0.107	 20	 0.40	 0.004	   	285.6383	+05.1041
1G343721-002178	                    	343.721	-00.218	 2.059	  2.065	 3.631	 1.37	 1.57	 0.082	 17	 0.40	 0.004	   	255.2372	-42.4975
1G004500-009536	CN61                	004.500	-00.954	 2.529	  2.252	 3.994	 1.52	 1.47	 0.455	 25	 0.40	 0.007	   	269.9053	-25.5481
1G032584+000057	N56                 	032.584	+00.006	 1.605	  1.576	 2.538	 1.00	 0.93	 0.190	  6	 0.40	 0.004	   	282.6955	-00.3069
1G321115-002772	                    	321.115	-00.277	 1.347	  1.301	 1.921	 0.79	 0.57	 0.257	  9	 0.40	 0.004	   	228.8973	-57.9668
1G344754-005440	S14                 	344.754	-00.544	 7.345	  7.561	10.634	 4.47	 3.29	 0.238	 33	 0.40	 0.014	1  	256.4357	-41.8771
1G011572+003977	N3                  	011.572	+00.398	 1.164	  1.322	 2.127	 0.83	 0.96	 0.474	 75	 0.40	 0.004	   	272.3800	-18.7223
1G355878-005186	CS34                	355.878	-00.519	 1.576	  1.834	 2.828	 1.12	 1.25	 0.512	 26	 0.40	 0.005	   	264.3809	-32.7099
1G301551+002993	S168                	301.551	+00.299	 1.866	  2.035	 3.398	 1.30	 1.53	 0.399	  9	 0.40	 0.007	   	189.8637	-62.5406
1G335472+000230	                    	335.472	+00.023	 1.456	  1.425	 2.610	 0.97	 1.15	 0.204	  7	 0.40	 0.003	   	247.2829	-48.5982
1G025702+000298	                    	025.702	+00.030	 1.343	  1.366	 2.165	 0.86	 0.82	 0.183	 63	 0.40	 0.004	   	279.5220	-06.4172
1G034164+001462	N61                 	034.164	+00.146	 4.491	  4.453	 6.371	 2.66	 1.88	 0.130	 35	 0.40	 0.011	   	283.2914	+01.1631
1G304463-000217	S160,S161           	304.463	-00.022	 2.008	  1.787	 3.236	 1.22	 1.23	 0.456	 14	 0.40	 0.012	   	196.2167	-62.8538
1G016638-003549	N18                 	016.638	-00.355	 7.875	  7.936	11.131	 4.70	 3.26	 0.124	 51	 0.39	 0.025	   	275.5911	-14.6267
1G334525+008255	S44                 	334.525	+00.825	 3.987	  4.372	 6.370	 2.62	 2.38	 0.410	 37	 0.39	 0.013	1  	245.4126	-48.7152
1G060662-000267	N127                	060.662	-00.027	 2.504	  2.577	 4.294	 1.66	 1.79	 0.235	 18	 0.39	 0.012	   	296.3648	+24.4502
1G029002+000971	N50                 	029.002	+00.097	 2.744	  3.009	 4.258	 1.78	 1.51	 0.410	 23	 0.39	 0.009	   	280.9788	-03.4527
1G036269+007047	                    	036.269	+00.705	 6.071	  6.044	 8.640	 3.61	 2.57	 0.095	 37	 0.39	 0.025	   	283.7542	+03.2913
1G053335+008954	                    	053.335	+00.895	 1.028	  0.997	 1.890	 0.69	 0.86	 0.242	  6	 0.39	 0.003	   	291.6575	+18.5030
1G015884+000867	                    	015.884	+00.087	 0.759	  0.788	 1.299	 0.50	 0.54	 0.266	 27	 0.39	 0.002	   	274.8203	-15.0835
1G052253+007060	N114                	052.253	+00.706	 2.383	  2.399	 3.875	 1.52	 1.49	 0.114	 14	 0.39	 0.009	1  	291.2922	+17.4612
1G332547-001436	                    	332.547	-00.144	 2.033	  1.840	 3.747	 1.33	 1.71	 0.426	 28	 0.39	 0.007	1  	244.2816	-50.7931
1G056157+000784	                    	056.157	+00.078	 1.529	  1.508	 2.651	 1.00	 1.12	 0.167	  9	 0.39	 0.005	   	293.8580	+20.5841
1G023041-003990	                    	023.041	-00.399	 2.661	  2.829	 4.076	 1.69	 1.42	 0.340	 47	 0.39	 0.008	1  	278.6720	-08.9776
1G301505+005543	                    	301.505	+00.554	 1.622	  1.544	 2.619	 1.01	 1.00	 0.307	 10	 0.39	 0.005	   	189.7904	-62.2837
1G042426-002691	                    	042.426	-00.269	 2.076	  1.951	 3.530	 1.32	 1.45	 0.342	 28	 0.39	 0.009	1  	287.4615	+08.3174
1G030613-006253	                    	030.613	-00.625	 7.852	  7.616	12.362	 4.87	 4.51	 0.243	 59	 0.39	 0.022	1  	282.3582	-02.3488
1G029641-004548	                    	029.641	-00.455	 1.835	  1.856	 3.162	 1.21	 1.33	 0.149	 18	 0.39	 0.005	   	281.7630	-03.1362
1G312321-003540	                    	312.321	-00.354	 2.330	  2.265	 3.436	 1.40	 1.11	 0.235	 20	 0.39	 0.008	1  	213.0185	-61.7470
1G017330-001379	                    	017.330	-00.138	 1.080	  1.000	 1.664	 0.65	 0.58	 0.377	 16	 0.39	 0.005	2  	275.7286	-13.9138
1G043806-001188	                    	043.806	-00.119	 0.841	  0.787	 1.425	 0.53	 0.58	 0.352	 18	 0.39	 0.002	2  	287.9725	+09.6105
1G337965-004696	S36                 	337.965	-00.470	 4.934	  3.974	 7.841	 2.86	 2.91	 0.593	 28	 0.39	 0.015	   	250.3340	-47.0927
1G304071+001137	                    	304.071	+00.114	 1.809	  1.904	 2.654	 1.12	 0.85	 0.313	 10	 0.39	 0.005	2  	195.3467	-62.7357
1G331265-001854	                    	331.265	-00.185	 2.357	  2.382	 3.989	 1.54	 1.63	 0.145	 22	 0.39	 0.007	   	242.8417	-51.7058
1G330288-003989	                    	330.288	-00.399	 1.477	  1.397	 2.564	 0.95	 1.09	 0.325	 43	 0.39	 0.005	   	241.9065	-52.5246
1G031159-001445	N53                 	031.159	-00.145	 1.185	  1.195	 1.939	 0.76	 0.75	 0.128	 34	 0.39	 0.003	2  	282.1799	-01.6440
1G319889+007680	S97                 	319.889	+00.768	 2.590	  3.263	 4.251	 1.83	 1.66	 0.608	 17	 0.39	 0.024	   	225.9190	-57.6833
1G038635-002260	                    	038.635	-00.226	 1.514	  1.405	 2.518	 0.95	 1.00	 0.373	 43	 0.38	 0.006	   	285.6685	+04.9704
1G306826-002446	                    	306.826	-00.245	 2.235	  2.192	 3.664	 1.42	 1.43	 0.196	 20	 0.38	 0.008	   	201.4205	-62.8575
1G044698-005780	                    	044.698	-00.578	 1.714	  1.652	 2.745	 1.07	 1.03	 0.266	 26	 0.38	 0.011	   	288.8054	+10.1877
1G042011+003486	                    	042.011	+00.349	 1.094	  1.078	 1.890	 0.71	 0.80	 0.169	 50	 0.38	 0.003	   	286.7140	+08.2338
1G333501-002775	S46                 	333.501	-00.277	 2.023	  2.020	 2.914	 1.21	 0.89	 0.055	  3	 0.38	 0.003	   	245.4971	-50.2185
1G348407+001484	S5                  	348.407	+00.148	 1.143	  1.109	 1.679	 0.68	 0.54	 0.241	  2	 0.38	 0.004	2  	258.5504	-38.5280
1G005899-004548	CN71                	005.899	-00.455	 7.849	  8.021	11.226	 4.74	 3.38	 0.206	 26	 0.38	 0.043	1  	270.1938	-24.0862
1G331321-001758	                    	331.321	-00.176	 1.185	  1.229	 2.091	 0.80	 0.91	 0.264	 22	 0.38	 0.004	   	242.8979	-51.6610
1G320783+002644	                    	320.783	+00.264	 1.385	  1.425	 2.216	 0.89	 0.83	 0.233	 34	 0.38	 0.003	   	227.8385	-57.6752
1G333963+000644	                    	333.963	+00.064	 1.073	  1.134	 1.709	 0.69	 0.64	 0.322	 21	 0.38	 0.002	   	245.6290	-49.6506
1G300802-003014	S170                	300.802	-00.301	 1.991	  2.046	 3.032	 1.24	 1.04	 0.231	 27	 0.38	 0.008	2  	188.1485	-63.0948
1G345096+001309	                    	345.096	+00.131	 1.825	  1.948	 2.589	 1.12	 0.76	 0.350	 19	 0.38	 0.003	   	255.9952	-41.1961
1G010230-003044	CN146,N1            	010.230	-00.304	 1.553	  1.560	 2.598	 1.01	 1.05	 0.096	 12	 0.38	 0.003	   	272.3427	-20.2364
1G334644+004391	S43                 	334.644	+00.439	 1.327	  1.303	 2.162	 0.84	 0.83	 0.191	  7	 0.38	 0.003	   	245.9557	-48.9029
1G317512-006294	                    	317.512	-00.629	 5.243	  5.155	 7.020	 3.01	 1.78	 0.183	 28	 0.38	 0.014	1  	223.1167	-60.0293
1G027335+001852	                    	027.335	+00.185	 2.571	  2.344	 4.057	 1.56	 1.49	 0.411	 26	 0.38	 0.012	   	280.1358	-04.8948
1G332865-005687	S49                 	332.865	-00.569	 1.428	  1.326	 2.269	 0.87	 0.84	 0.372	 48	 0.38	 0.002	2  	245.1121	-50.8741
1G302079+000292	                    	302.079	+00.029	 1.562	  1.654	 2.590	 1.03	 1.03	 0.329	 18	 0.38	 0.005	   	190.9914	-62.8304
1G003978-007973	CN48                	003.978	-00.797	 1.493	  1.384	 2.462	 0.93	 0.97	 0.376	 32	 0.38	 0.004	   	269.4652	-25.9222
1G352611+001775	CS69                	352.611	+00.178	 0.973	  0.980	 1.572	 0.62	 0.60	 0.111	 25	 0.38	 0.002	   	261.5231	-35.0621
1G335595-007918	                    	335.595	-00.792	 5.607	  5.025	 7.856	 3.17	 2.25	 0.444	 28	 0.38	 0.018	1  	248.3129	-49.0669
1G024497+004850	                    	024.497	+00.485	 1.244	  1.288	 1.865	 0.77	 0.62	 0.258	 38	 0.38	 0.002	   	278.5570	-07.2780
1G299878-003758	S172                	299.878	-00.376	 2.553	  2.352	 3.757	 1.50	 1.20	 0.389	 28	 0.38	 0.004	   	186.1001	-63.0873
1G319230+002277	S99                 	319.230	+00.228	 3.788	  3.259	 5.406	 2.13	 1.62	 0.510	 17	 0.38	 0.013	   	225.3187	-58.4739
1G042203+000464	                    	042.203	+00.046	 4.359	  4.652	 6.271	 2.69	 1.91	 0.349	 41	 0.38	 0.019	   	287.0751	+08.2648
1G305633-006493	                    	305.633	-00.649	 1.169	  0.981	 1.968	 0.71	 0.80	 0.543	 62	 0.38	 0.004	   	198.8992	-63.3940
1G298930+004855	                    	298.930	+00.486	 2.820	  2.917	 4.149	 1.73	 1.33	 0.255	 25	 0.38	 0.008	2  	184.2770	-62.1187
1G019605-009038	                    	019.605	-00.904	 0.933	  0.844	 1.596	 0.59	 0.66	 0.425	 58	 0.38	 0.003	   	277.5131	-12.2582
1G055714+006737	                    	055.714	+00.674	 1.063	  1.083	 1.719	 0.68	 0.66	 0.190	  5	 0.38	 0.002	   	293.0720	+20.4853
1G340093-001704	                    	340.093	-00.170	 2.485	  2.402	 3.838	 1.52	 1.35	 0.256	 24	 0.37	 0.007	   	252.0133	-45.2852
1G315314-002691	                    	315.314	-00.269	 1.983	  2.065	 3.487	 1.34	 1.50	 0.278	 39	 0.37	 0.008	   	218.7800	-60.6238
1G349814-005951	S1,CS116            	349.814	-00.595	 7.043	  7.456	 9.086	 4.10	 2.04	 0.328	 27	 0.37	 0.021	   	260.3549	-37.8075
1G055267+002505	N120                	055.267	+00.251	 1.934	  1.758	 3.250	 1.21	 1.32	 0.417	  7	 0.37	 0.005	   	293.2367	+19.8897
1G350767-002698	                    	350.767	-00.270	 9.139	  8.683	13.186	 5.37	 4.05	 0.312	 35	 0.37	 0.024	   	260.6987	-36.8385
1G033719-004135	                    	033.719	-00.413	 1.708	  1.735	 2.781	 1.10	 1.07	 0.176	 14	 0.37	 0.003	   	283.5860	+00.5121
1G043734+001170	N89                 	043.734	+00.117	 1.801	  1.974	 2.844	 1.18	 1.04	 0.409	 15	 0.37	 0.009	   	287.7265	+09.6558
1G332678-006262	S51                 	332.678	-00.626	 2.297	  2.800	 3.390	 1.52	 1.09	 0.572	 29	 0.37	 0.016	1 2	244.9647	-51.0461
1G050043-002744	N104                	050.043	-00.274	 1.507	  1.606	 2.411	 0.98	 0.90	 0.345	 24	 0.37	 0.005	   	291.1003	+15.0507
1G347230+000152	                    	347.230	+00.015	 1.019	  1.159	 1.588	 0.67	 0.57	 0.476	 82	 0.37	 0.002	2  	257.7973	-39.5580
1G339846+003050	S28                 	339.846	+00.305	 1.112	  1.163	 1.848	 0.73	 0.74	 0.292	 16	 0.37	 0.005	   	251.2725	-45.1651
1G302509-007380	                    	302.509	-00.738	 3.019	  3.317	 4.756	 1.97	 1.74	 0.414	 21	 0.37	 0.015	2  	191.9081	-63.6066
1G032794+002065	                    	032.794	+00.206	 0.653	  0.651	 1.025	 0.41	 0.37	 0.077	  6	 0.37	 0.001	   	282.6133	-00.0288
1G032390+003455	                    	032.390	+00.346	 4.585	  4.366	 6.589	 2.69	 2.00	 0.306	 26	 0.37	 0.009	   	282.3044	-00.3245
1G031431+002886	                    	031.431	+00.289	 0.912	  0.986	 1.500	 0.60	 0.59	 0.381	 32	 0.37	 0.002	   	281.9177	-01.2039
1G350338+001625	CS105               	350.338	+00.162	 1.283	  1.313	 2.069	 0.82	 0.79	 0.213	  7	 0.37	 0.003	   	259.9492	-36.9452
1G350327+000925	CS106               	350.327	+00.093	 1.418	  1.369	 2.179	 0.87	 0.76	 0.262	  6	 0.37	 0.004	   	260.0122	-36.9937
1G035544+000131	N67                 	035.544	+00.013	 1.355	  1.391	 2.124	 0.86	 0.77	 0.224	  4	 0.37	 0.004	   	284.0396	+02.3305
1G024495+002399	N35                 	024.495	+00.240	 5.840	  5.730	 8.626	 3.52	 2.79	 0.193	 28	 0.37	 0.031	1  	278.7753	-07.3926
1G011182-003472	                    	011.182	-00.347	 2.874	  2.784	 4.526	 1.78	 1.65	 0.248	  6	 0.37	 0.006	   	272.8713	-19.4234
1G013841+001963	                    	013.841	+00.196	 2.498	  2.627	 3.734	 1.56	 1.24	 0.309	 12	 0.37	 0.019	1  	273.7112	-16.8295
1G319934-006331	                    	319.934	-00.633	 0.541	  0.555	 1.059	 0.38	 0.52	 0.228	 12	 0.37	 0.002	   	227.3113	-58.8788
1G044231+000775	N91                 	044.231	+00.077	 5.318	  5.938	 7.960	 3.41	 2.64	 0.445	 51	 0.37	 0.031	   	287.9958	+10.0780
1G325102+000578	                    	325.102	+00.058	 7.690	  7.498	10.472	 4.44	 2.78	 0.222	 36	 0.37	 0.027	1  	234.5839	-55.4597
1G013222+000832	N11                 	013.222	+00.083	 2.299	  1.883	 3.399	 1.29	 1.10	 0.574	 25	 0.37	 0.007	   	273.5055	-17.4273
1G012309-000609	                    	012.309	-00.061	 3.318	  3.311	 4.595	 1.95	 1.28	 0.066	 13	 0.37	 0.012	   	273.1786	-18.2976
1G334204+001902	                    	334.204	+00.190	 1.277	  1.227	 2.183	 0.82	 0.91	 0.279	 10	 0.37	 0.003	   	245.7530	-49.3908
1G332711+005667	                    	332.711	+00.567	 2.421	  2.548	 3.769	 1.54	 1.35	 0.312	 18	 0.37	 0.008	   	243.6932	-50.1668
1G043447+001158	                    	043.447	+00.116	 0.860	  0.947	 1.405	 0.57	 0.54	 0.418	 32	 0.37	 0.003	   	287.5930	+09.4009
1G302464-000303	                    	302.464	-00.030	 0.629	  0.593	 1.166	 0.42	 0.54	 0.332	 21	 0.37	 0.004	2  	191.8323	-62.8980
1G338574+000204	S32                 	338.574	+00.020	 1.825	  2.109	 2.839	 1.21	 1.01	 0.501	 35	 0.36	 0.005	   	250.3845	-46.3119
1G332379+000796	S53                 	332.379	+00.080	 1.300	  1.220	 2.195	 0.82	 0.89	 0.346	 12	 0.36	 0.003	2  	243.8445	-50.7482
1G342434-002329	                    	342.434	-00.233	 1.235	  1.110	 2.035	 0.76	 0.80	 0.438	 39	 0.36	 0.003	   	254.1622	-43.5166
1G352168+003074	CS73                	352.168	+00.307	 6.765	  6.534	10.171	 4.09	 3.41	 0.259	 24	 0.36	 0.024	   	261.0882	-35.3564
